Customer_ID,Gender,Age,Annual Income (k$),Spending Score (1-100),cluster
3508,Female,27,40,47,4
3509,Female,35,26,97,3
3510,Female,22,64,43,4
3511,Female,47,121,16,5
3512,Male,27,85,75,1
3513,Female,56,79,34,5
3514,Female,42,102,18,5
3515,Female,44,73,6,5
3516,Female,68,47,46,4
3517,Female,49,31,16,0
3518,Male,63,45,50,4
3519,Female,23,18,95,3
3520,Female,49,36,30,0
3521,Female,54,57,58,4
3522,Female,52,89,12,5
3523,Female,33,85,96,1
3524,Male,25,53,56,4
3525,Female,31,97,86,1
3526,Male,27,53,53,4
3527,Male,36,87,92,1
3528,Female,49,39,53,4
3529,Male,36,20,12,0
3530,Male,49,62,56,4
3531,Male,49,77,36,5
3532,Male,29,30,80,3
3533,Male,34,42,60,4
3534,Male,48,61,50,4
3535,Male,34,77,90,1
3536,Male,34,24,32,0
3537,Female,50,42,52,4
3538,Female,30,34,75,3
3539,Female,36,24,99,3
3540,Male,36,77,1,5
3541,Male,59,92,14,5
3542,Male,39,70,76,1
3543,Female,50,42,45,4
3544,Male,32,137,19,2
3545,Male,18,59,40,4
3546,Male,35,30,61,3
3547,Female,24,20,76,3
3548,Male,35,77,90,1
3549,Male,25,54,51,4
3550,Male,36,88,9,5
3551,Female,42,48,51,4
3552,Male,47,53,47,4
3553,Female,39,115,91,1
3554,Female,28,80,80,1
3555,Female,69,59,56,4
3556,Male,46,100,17,5
3557,Male,49,63,55,4
3558,Male,19,15,38,0
3559,Female,47,48,43,4
3560,Female,54,56,59,4
3561,Female,37,87,76,1
3562,Female,22,18,77,3
3563,Female,43,78,18,5
3564,Male,25,79,11,5
3565,Male,70,46,57,4
3566,Female,36,20,99,3
3567,Female,23,17,76,3
3568,Female,44,31,32,0
3569,Female,29,74,87,1
3570,Male,40,69,91,1
3571,Female,22,62,41,4
3572,Male,34,113,7,5
3573,Female,41,98,39,5
3574,Male,48,58,49,4
3575,Male,68,63,44,4
3576,Male,47,60,42,4
3577,Female,33,85,97,1
3578,Male,32,75,95,1
3579,Female,49,33,13,0
3580,Female,29,88,86,1
3581,Female,46,56,46,4
3582,Male,48,44,40,4
3583,Male,58,91,14,5
3584,Female,57,74,7,5
3585,Female,41,104,18,5
3586,Female,30,39,43,4
3587,Female,23,38,65,3
3588,Female,38,67,42,4
3589,Female,35,102,83,1
3590,Female,29,70,88,1
3591,Male,48,38,38,4
3592,Female,33,74,76,1
3593,Male,40,68,92,1
3594,Female,47,59,48,4
3595,Female,50,58,49,4
3596,Female,38,34,24,0
3597,Female,21,56,57,4
3598,Male,58,86,14,5
3599,Female,31,103,71,1
3600,Male,20,46,54,4
3601,Female,22,63,43,4
3602,Female,68,63,49,4
3603,Male,58,45,61,4
3604,Female,32,70,77,1
3605,Male,64,18,3,0
3606,Female,23,58,55,4
3607,Female,41,35,18,0
3608,Female,30,41,42,4
3609,Female,66,38,36,0
3610,Female,35,21,36,0
3611,Female,22,57,54,4
3612,Male,34,25,37,0
3613,Female,49,45,53,4
3614,Female,27,46,50,4
3615,Male,41,86,20,5
3616,Male,47,97,16,5
3617,Female,66,39,36,0
3618,Female,36,34,26,0
3619,Female,57,75,1,5
3620,Female,32,104,68,1
3621,Male,67,18,15,0
3622,Male,48,77,35,5
3623,Male,18,77,11,5
3624,Female,46,54,54,4
3625,Male,43,68,35,4
3626,Female,25,37,63,3
3627,Female,49,39,27,0
3628,Male,18,15,40,0
3629,Female,34,86,97,1
3630,Male,54,63,43,4
3631,Male,53,25,29,0
3632,Male,27,53,52,4
3633,Female,47,49,42,4
3634,Male,30,137,83,2
3635,Female,41,103,20,5
3636,Male,67,63,42,4
3637,Female,35,16,99,3
3638,Female,42,103,18,5
3639,Female,56,79,35,5
3640,Female,48,40,28,0
3641,Female,49,59,46,4
3642,Male,68,62,58,4
3643,Female,45,126,27,2
3644,Female,23,20,93,3
3645,Female,44,80,19,5
3646,Female,67,59,54,4
3647,Male,37,90,92,1
3648,Female,55,56,58,4
3649,Female,31,76,79,1
3650,Female,52,88,13,5
3651,Male,59,88,14,5
3652,Female,52,85,14,5
3653,Female,47,53,45,4
3654,Male,39,54,54,4
3655,Male,28,77,96,1
3656,Female,38,112,90,1
3657,Female,68,48,48,4
3658,Female,57,79,36,5
3659,Male,42,72,36,5
3660,Female,31,80,93,1
3661,Male,38,55,57,4
3662,Male,48,76,36,5
3663,Female,27,77,91,1
3664,Female,33,88,97,1
3665,Female,46,53,45,4
3666,Female,37,63,42,4
3667,Male,26,52,54,4
3668,Female,37,66,40,4
3669,Female,27,76,41,4
3670,Female,65,39,34,0
3671,Male,42,86,20,5
3672,Male,21,15,83,3
3673,Female,34,101,24,5
3674,Female,39,28,32,0
3675,Male,48,60,54,4
3676,Female,39,114,90,1
3677,Female,48,43,52,4
3678,Male,59,54,47,4
3679,Female,30,20,70,3
3680,Male,32,76,94,1
3681,Female,49,42,53,4
3682,Female,49,67,59,4
3683,Male,27,66,57,4
3684,Female,36,37,29,0
3685,Male,34,27,63,3
3686,Female,20,17,6,0
3687,Female,45,52,43,4
3688,Male,32,128,74,2
3689,Female,49,79,19,5
3690,Female,64,67,45,4
3691,Male,22,15,81,3
3692,Male,48,59,51,4
3693,Female,35,86,77,1
3694,Male,46,72,7,5
3695,Female,33,75,88,1
3696,Female,39,57,40,4
3697,Female,20,35,74,3
3698,Male,21,15,81,3
3699,Male,56,56,52,4
3700,Female,35,85,26,5
3701,Female,35,19,99,3
3702,Male,18,81,5,5
3703,Male,62,51,52,4
3704,Female,49,46,45,4
3705,Female,49,40,26,0
3706,Female,23,63,40,4
3707,Male,19,47,54,4
3708,Female,29,38,40,4
3709,Male,43,72,37,4
3710,Female,44,77,20,5
3711,Female,46,25,4,0
3712,Male,39,79,86,1
3713,Female,30,34,73,3
3714,Male,35,29,59,3
3715,Male,34,26,35,0
3716,Female,31,95,86,1
3717,Female,67,60,50,4
3718,Male,28,79,97,1
3719,Female,31,83,92,1
3720,Male,48,61,42,4
3721,Male,36,88,12,5
3722,Female,51,68,40,4
3723,Female,61,51,49,4
3724,Female,38,97,30,5
3725,Female,38,68,42,4
3726,Female,24,29,88,3
3727,Male,28,101,69,1
3728,Male,54,63,45,4
3729,Female,27,59,50,4
3730,Female,21,29,73,3
3731,Female,46,123,13,5
3732,Female,47,119,16,5
3733,Female,29,78,90,1
3734,Male,28,88,73,1
3735,Female,23,54,53,4
3736,Female,65,39,35,0
3737,Female,67,47,54,4
3738,Female,47,24,4,0
3739,Male,26,63,55,4
3740,Male,59,53,47,4
3741,Female,26,42,43,4
3742,Female,29,79,73,1
3743,Female,50,43,50,4
3744,Female,49,65,56,4
3745,Male,22,60,50,4
3746,Male,39,69,91,1
3747,Female,55,79,35,5
3748,Male,40,77,89,1
3749,Male,41,85,19,5
3750,Male,19,36,92,3
3751,Female,29,98,89,1
3752,Female,27,77,89,1
3753,Male,50,84,24,5
3754,Female,36,19,6,0
3755,Female,35,119,79,2
3756,Male,50,84,27,5
3757,Male,47,43,41,4
3758,Male,62,48,50,4
3759,Male,33,112,7,5
3760,Female,49,39,57,4
3761,Female,32,76,74,1
3762,Male,53,22,31,0
3763,Male,37,77,3,5
3764,Male,28,101,67,1
3765,Male,28,80,96,1
3766,Male,20,83,5,5
3767,Male,41,90,14,5
3768,Female,31,69,75,1
3769,Male,20,76,11,5
3770,Female,30,40,43,4
3771,Female,38,65,41,4
3772,Female,29,35,72,3
3773,Female,54,47,60,4
3774,Male,19,49,62,4
3775,Female,30,74,88,1
3776,Female,28,77,83,1
3777,Female,29,88,85,1
3778,Female,19,66,50,4
3779,Female,29,98,87,1
3780,Male,62,49,51,4
3781,Male,60,29,7,0
3782,Male,38,71,75,1
3783,Female,37,64,40,4
3784,Male,69,63,44,4
3785,Male,28,87,70,1
3786,Male,18,49,60,4
3787,Female,30,78,78,1
3788,Female,50,67,56,4
3789,Female,23,60,54,4
3790,Female,54,102,24,5
3791,Female,43,50,50,4
3792,Male,60,54,46,4
3793,Female,49,39,30,0
3794,Female,24,15,78,3
3795,Female,37,78,78,1
3796,Female,47,75,15,5
3797,Male,35,87,91,1
3798,Female,65,63,50,4
3799,Female,33,103,70,1
3800,Female,49,42,52,4
3801,Female,31,38,42,4
3802,Female,21,19,78,3
3803,Female,27,46,51,4
3804,Female,23,69,30,5
3805,Female,29,77,41,5
3806,Female,21,29,87,3
3807,Male,31,87,64,1
3808,Female,38,66,39,4
3809,Female,23,70,28,5
3810,Female,42,36,18,0
3811,Male,32,88,61,1
3812,Male,39,69,92,1
3813,Female,23,63,40,4
3814,Female,49,33,16,0
3815,Female,56,58,57,4
3816,Female,30,72,73,1
3817,Female,35,121,79,2
3818,Male,20,20,66,3
3819,Female,39,63,43,4
3820,Female,40,30,31,0
3821,Female,46,56,53,4
3822,Female,28,45,50,4
3823,Female,52,88,12,5
3824,Female,31,69,80,1
3825,Male,25,78,10,5
3826,Male,68,63,41,4
3827,Male,26,28,75,3
3828,Female,68,48,49,4
3829,Male,19,50,58,4
3830,Male,49,87,24,5
3831,Female,28,41,44,4
3832,Female,58,75,4,5
3833,Female,29,79,82,1
3834,Male,67,63,43,4
3835,Male,49,55,45,4
3836,Female,31,42,55,4
3837,Female,40,69,58,4
3838,Female,55,57,57,4
3839,Male,59,91,13,5
3840,Male,47,72,11,5
3841,Male,23,39,92,3
3842,Female,27,59,51,4
3843,Female,30,79,73,1
3844,Male,69,61,41,4
3845,Female,49,42,53,4
3846,Female,19,54,58,4
3847,Male,36,87,94,1
3848,Male,45,71,33,5
3849,Male,36,24,31,0
3850,Female,30,38,62,3
3851,Male,19,74,9,5
3852,Male,66,64,57,4
3853,Female,67,47,48,4
3854,Male,59,74,10,5
3855,Male,18,58,39,4
3856,Female,33,103,23,5
3857,Male,30,26,74,3
3858,Female,23,70,29,5
3859,Female,57,77,5,5
3860,Male,65,64,53,4
3861,Female,26,60,48,4
3862,Male,19,76,10,5
3863,Male,58,92,14,5
3864,Female,36,20,35,0
3865,Male,47,62,41,4
3866,Male,37,55,54,4
3867,Male,26,62,55,4
3868,Male,40,78,89,1
3869,Male,52,23,31,0
3870,Male,50,86,28,5
3871,Female,21,54,55,4
3872,Female,22,17,93,3
3873,Male,35,27,62,3
3874,Female,30,19,42,0
3875,Male,24,76,11,5
3876,Female,23,62,41,4
3877,Female,30,83,92,1
3878,Female,49,66,59,4
3879,Male,47,76,35,5
3880,Female,54,46,59,4
3881,Female,68,61,53,4
3882,Female,64,64,41,4
3883,Female,27,59,54,4
3884,Male,68,19,14,0
3885,Male,58,43,63,4
3886,Male,36,88,12,5
3887,Female,49,38,53,4
3888,Female,35,74,72,1
3889,Female,34,79,20,5
3890,Male,18,75,10,5
3891,Female,30,16,38,0
3892,Female,28,97,86,1
3893,Female,33,23,97,3
3894,Female,35,85,26,5
3895,Female,24,41,65,3
3896,Female,34,19,98,3
3897,Female,31,47,47,4
3898,Female,36,20,36,0
3899,Female,18,64,48,4
3900,Male,48,75,36,5
3901,Female,38,79,76,1
3902,Female,27,39,45,4
3903,Male,53,64,47,4
3904,Male,33,43,58,4
3905,Male,23,61,54,4
3906,Female,34,48,48,4
3907,Male,45,99,16,5
3908,Female,48,64,49,4
3909,Male,58,54,47,4
3910,Female,55,79,34,5
3911,Female,37,102,84,1
3912,Male,45,77,19,5
3913,Female,28,78,40,5
3914,Female,46,79,15,5
3915,Female,30,104,70,1
3916,Male,59,92,14,5
3917,Female,37,99,32,5
3918,Male,38,54,54,4
3919,Male,18,58,42,4
3920,Male,59,92,15,5
3921,Female,52,90,13,5
3922,Female,23,15,77,3
3923,Male,19,72,4,5
3924,Male,68,67,44,4
3925,Male,19,82,4,5
3926,Female,28,39,45,4
3927,Female,61,49,50,4
3928,Female,46,47,41,4
3929,Female,18,65,48,4
3930,Male,35,88,12,5
3931,Male,56,56,49,4
3932,Male,58,52,50,4
3933,Female,38,62,41,4
3934,Male,25,60,51,4
3935,Female,47,53,45,4
3936,Male,48,78,36,5
3937,Female,68,47,52,4
3938,Female,30,32,74,3
3939,Female,43,45,49,4
3940,Female,55,101,25,5
3941,Male,19,48,59,4
3942,Female,58,20,16,0
3943,Female,51,88,12,5
3944,Female,41,102,18,5
3945,Male,61,29,4,0
3946,Male,19,66,47,4
3947,Male,26,23,72,3
3948,Male,47,60,52,4
3949,Male,40,87,13,5
3950,Female,43,49,50,4
3951,Male,58,42,60,4
3952,Male,34,74,73,1
3953,Male,24,37,91,3
3954,Female,54,47,60,4
3955,Female,31,72,77,1
3956,Male,34,23,38,0
3957,Female,37,114,90,1
3958,Female,37,88,27,5
3959,Male,39,78,87,1
3960,Female,48,33,16,0
3961,Female,30,101,86,1
3962,Female,24,29,87,3
3963,Female,51,44,50,4
3964,Female,50,40,54,4
3965,Male,19,81,8,5
3966,Male,51,24,28,0
3967,Male,18,64,46,4
3968,Female,22,15,96,3
3969,Male,29,29,82,3
3970,Female,37,63,42,4
3971,Male,69,50,55,4
3972,Female,23,29,87,3
3973,Male,20,74,6,5
3974,Female,44,47,49,4
3975,Male,63,47,48,4
3976,Female,21,33,81,3
3977,Female,54,26,14,0
3978,Female,42,35,17,0
3979,Male,20,15,39,0
3980,Female,29,77,39,5
3981,Female,42,35,17,0
3982,Female,57,75,7,5
3983,Female,29,73,88,1
3984,Female,24,72,35,5
3985,Male,27,100,67,1
3986,Male,40,71,95,1
3987,Male,42,72,34,5
3988,Male,19,15,41,0
3989,Female,32,81,91,1
3990,Female,48,30,14,0
3991,Female,38,110,91,1
3992,Female,33,104,23,5
3993,Male,26,61,52,4
3994,Female,46,24,2,0
3995,Male,64,19,3,0
3996,Male,18,32,91,3
3997,Male,37,86,91,1
3998,Male,40,69,94,1
3999,Female,23,15,76,3
4000,Female,29,79,76,1
4001,Female,49,61,48,4
4002,Male,60,55,45,4
4003,Male,48,60,41,4
4004,Female,49,49,41,4
4005,Female,21,16,6,0
4006,Male,32,75,96,1
4007,Male,28,101,67,1
4008,Male,36,86,11,5
4009,Male,18,31,92,3
4010,Female,50,40,29,0
4011,Male,70,48,56,4
4012,Male,67,56,43,4
4013,Female,40,68,59,4
4014,Female,50,61,49,4
4015,Male,22,19,77,3
4016,Male,18,48,59,4
4017,Female,34,86,94,1
4018,Male,26,76,11,5
4019,Female,51,65,42,4
4020,Female,29,79,83,1
4021,Male,39,64,92,1
4022,Female,32,76,88,1
4023,Female,48,61,49,4
4024,Male,27,102,68,1
4025,Male,18,49,59,4
4026,Female,37,114,91,1
4027,Female,58,20,15,0
4028,Female,29,97,87,1
4029,Male,65,62,51,4
4030,Male,34,78,1,5
4031,Male,18,31,94,3
4032,Female,36,39,26,0
4033,Female,47,120,15,5
4034,Female,29,74,89,1
4035,Female,49,65,54,4
4036,Female,31,69,78,1
4037,Female,52,40,43,4
4038,Female,45,29,33,0
4039,Female,49,65,58,4
4040,Female,31,44,54,4
4041,Female,36,37,29,0
4042,Male,63,49,50,4
4043,Male,25,77,11,5
4044,Female,29,78,78,1
4045,Female,36,97,34,5
4046,Female,58,21,15,0
4047,Male,35,25,35,0
4048,Male,48,81,36,5
4049,Female,31,45,53,4
4050,Male,52,21,29,0
4051,Female,52,44,49,4
4052,Female,54,27,16,0
4053,Male,60,32,5,0
4054,Male,57,54,49,4
4055,Male,46,99,15,5
4056,Female,46,22,6,0
4057,Female,22,28,72,3
4058,Female,36,106,84,1
4059,Female,60,50,55,4
4060,Female,30,18,72,3
4061,Male,30,137,84,2
4062,Male,60,42,60,4
4063,Male,33,42,63,4
4064,Female,32,75,73,1
4065,Female,30,77,74,1
4066,Male,19,63,45,4
4067,Female,23,21,79,3
4068,Male,27,89,71,1
4069,Female,27,79,90,1
4070,Male,64,63,46,4
4071,Female,31,44,55,4
4072,Male,39,77,87,1
4073,Female,23,53,53,4
4074,Male,26,25,71,3
4075,Female,22,29,87,3
4076,Female,33,103,23,5
4077,Female,21,16,76,3
4078,Female,27,48,52,4
4079,Female,23,20,94,3
4080,Female,35,18,99,3
4081,Female,52,65,44,4
4082,Male,35,77,3,5
4083,Male,18,32,92,3
4084,Male,38,55,53,4
4085,Female,28,61,48,4
4086,Male,43,70,35,4
4087,Male,58,53,48,4
4088,Male,48,60,56,4
4089,Female,29,40,43,4
4090,Female,24,54,52,4
4091,Female,43,100,40,5
4092,Male,48,61,50,4
4093,Female,37,79,75,1
4094,Male,19,19,67,3
4095,Male,24,59,50,4
4096,Female,29,35,74,3
4097,Female,55,56,58,4
4098,Female,23,55,55,4
4099,Female,31,41,42,4
4100,Female,23,17,94,3
4101,Female,36,88,29,5
4102,Female,31,72,71,1
4103,Male,18,48,59,4
4104,Male,29,89,77,1
4105,Male,27,65,58,4
4106,Female,55,49,59,4
4107,Male,35,77,1,5
4108,Female,28,78,88,1
4109,Male,20,74,11,5
4110,Male,27,66,56,4
4111,Male,63,47,49,4
4112,Female,66,63,51,4
4113,Male,48,76,37,5
4114,Female,44,76,8,5
4115,Female,46,77,18,5
4116,Female,29,81,83,1
4117,Male,29,88,75,1
4118,Female,36,120,80,2
4119,Male,20,61,47,4
4120,Male,37,54,55,4
4121,Female,28,77,40,5
4122,Female,50,42,53,4
4123,Female,56,73,4,5
4124,Male,67,52,40,4
4125,Male,59,90,14,5
4126,Male,32,123,75,2
4127,Female,20,63,54,4
4128,Male,47,43,39,4
4129,Male,59,93,12,5
4130,Male,49,84,26,5
4131,Male,26,77,12,5
4132,Male,29,99,97,1
4133,Male,37,82,1,5
4134,Female,56,79,36,5
4135,Male,52,48,46,4
4136,Female,50,65,57,4
4137,Male,47,99,15,5
4138,Male,32,73,75,1
4139,Female,51,88,12,5
4140,Female,46,25,4,0
4141,Female,34,80,22,5
4142,Female,60,20,17,0
4143,Female,23,61,41,4
4144,Female,56,78,34,5
4145,Male,32,26,73,3
4146,Male,53,64,46,4
4147,Male,67,17,16,0
4148,Female,36,22,35,0
4149,Female,35,119,78,2
4150,Female,51,89,12,5
4151,Female,54,27,14,0
4152,Female,41,60,43,4
4153,Male,35,23,35,0
4154,Female,45,56,45,4
4155,Female,35,75,72,1
4156,Female,42,36,17,0
4157,Male,24,42,93,3
4158,Male,26,77,13,5
4159,Female,24,64,41,4
4160,Female,27,39,47,4
4161,Male,66,64,59,4
4162,Male,34,27,62,3
4163,Female,65,38,35,0
4164,Male,47,62,45,4
4165,Female,50,41,56,4
4166,Male,28,75,96,1
4167,Male,48,61,54,4
4168,Male,38,70,90,1
4169,Male,32,137,17,2
4170,Female,58,18,14,0
4171,Female,58,75,4,5
4172,Male,20,61,49,4
4173,Male,60,30,4,0
4174,Male,37,72,75,1
4175,Male,21,21,79,3
4176,Female,44,72,6,5
4177,Female,60,49,51,4
4178,Female,36,86,76,1
4179,Male,58,42,59,4
4180,Female,28,97,87,1
4181,Male,21,59,47,4
4182,Male,68,63,41,4
4183,Female,54,57,59,4
4184,Male,38,84,11,5
4185,Female,29,78,82,1
4186,Female,44,71,9,5
4187,Female,23,19,95,3
4188,Female,35,15,6,0
4189,Female,20,33,82,3
4190,Male,21,22,67,3
4191,Female,21,16,6,0
4192,Male,36,27,61,3
4193,Female,32,48,47,4
4194,Male,27,88,73,1
4195,Female,35,78,20,5
4196,Male,34,25,63,3
4197,Male,59,45,59,4
4198,Female,31,98,84,1
4199,Male,62,48,52,4
4200,Male,20,58,49,4
4201,Male,34,24,35,0
4202,Female,57,19,15,0
4203,Female,51,42,51,4
4204,Female,30,40,44,4
4205,Female,50,64,58,4
4206,Male,59,42,61,4
4207,Male,32,74,74,1
4208,Female,32,43,53,4
4209,Female,32,38,63,3
4210,Female,50,39,56,4
4211,Female,31,42,52,4
4212,Female,60,50,58,4
4213,Female,24,40,63,3
4214,Female,58,19,14,0
4215,Male,50,87,27,5
4216,Female,50,63,49,4
4217,Male,32,21,73,3
4218,Male,21,15,80,3
4219,Male,58,55,51,4
4220,Male,20,62,49,4
4221,Male,33,74,94,1
4222,Male,32,73,72,1
4223,Male,21,81,4,5
4224,Female,43,79,18,5
4225,Male,47,69,8,5
4226,Male,65,62,52,4
4227,Female,49,64,47,4
4228,Female,36,21,33,0
4229,Female,35,21,99,3
4230,Female,33,101,85,1
4231,Female,20,64,48,4
4232,Male,31,23,75,3
4233,Female,39,29,32,0
4234,Male,41,88,14,5
4235,Female,45,80,20,5
4236,Female,38,70,42,4
4237,Male,28,101,69,1
4238,Female,50,59,46,4
4239,Male,63,47,50,4
4240,Female,46,51,42,4
4241,Female,51,67,43,4
4242,Female,26,76,88,1
4243,Male,21,21,78,3
4244,Female,51,86,13,5
4245,Male,26,61,57,4
4246,Male,18,59,39,4
4247,Male,30,99,97,1
4248,Female,45,28,30,0
4249,Female,37,99,31,5
4250,Male,33,89,64,1
4251,Female,54,100,23,5
4252,Female,52,90,13,5
4253,Female,29,81,83,1
4254,Male,49,85,27,5
4255,Female,30,72,70,1
4256,Male,21,73,7,5
4257,Female,43,77,19,5
4258,Male,54,32,5,0
4259,Female,51,45,45,4
4260,Male,30,100,98,1
4261,Female,35,17,9,0
4262,Female,52,43,50,4
4263,Female,31,69,77,1
4264,Female,36,19,98,3
4265,Male,22,21,78,3
4266,Male,48,38,35,0
4267,Female,62,66,43,4
4268,Male,20,73,4,5
4269,Male,66,63,51,4
4270,Female,49,43,48,4
4271,Female,29,79,75,1
4272,Male,58,52,49,4
4273,Female,23,17,95,3
4274,Male,31,137,82,2
4275,Female,49,39,26,0
4276,Female,27,48,49,4
4277,Male,40,71,76,1
4278,Male,26,64,57,4
4279,Female,47,119,16,5
4280,Male,36,77,2,5
4281,Male,38,78,2,5
4282,Female,25,59,49,4
4283,Female,28,80,90,1
4284,Female,23,50,53,4
4285,Male,39,68,90,1
4286,Male,29,89,76,1
4287,Female,23,16,77,3
4288,Female,50,59,46,4
4289,Male,26,65,56,4
4290,Female,44,73,7,5
4291,Female,51,69,44,4
4292,Female,24,75,33,5
4293,Male,46,44,42,4
4294,Male,25,60,51,4
4295,Male,27,89,69,1
4296,Male,59,56,47,4
4297,Female,28,76,41,4
4298,Female,21,29,73,3
4299,Male,36,30,61,3
4300,Male,25,24,75,3
4301,Female,35,23,34,0
4302,Female,28,46,50,4
4303,Female,49,60,44,4
4304,Male,32,136,18,2
4305,Female,21,61,41,4
4306,Female,41,100,39,5
4307,Male,29,27,82,3
4308,Female,55,28,13,0
4309,Male,32,75,72,1
4310,Female,47,37,26,0
4311,Male,67,55,40,4
4312,Male,67,21,13,0
4313,Female,37,97,35,5
4314,Male,30,136,85,2
4315,Male,26,62,57,4
4316,Female,68,47,46,4
4317,Female,32,60,42,4
4318,Female,27,78,87,1
4319,Male,62,47,53,4
4320,Female,31,41,43,4
4321,Female,52,90,12,5
4322,Male,33,42,60,4
4323,Female,48,64,46,4
4324,Female,32,99,86,1
4325,Male,27,100,68,1
4326,Female,51,44,51,4
4327,Female,51,39,56,4
4328,Male,34,76,1,5
4329,Male,36,87,92,1
4330,Male,28,27,78,3
4331,Male,20,65,48,4
4332,Female,30,15,39,0
4333,Female,47,54,44,4
4334,Male,34,40,63,4
4335,Male,49,63,54,4
4336,Male,58,42,60,4
4337,Female,56,78,36,5
4338,Male,27,89,70,1
4339,Female,36,85,75,1
4340,Female,47,78,18,5
4341,Male,36,20,12,0
4342,Male,70,47,57,4
4343,Female,38,68,41,4
4344,Male,35,25,35,0
4345,Female,24,38,65,3
4346,Female,45,128,27,2
4347,Female,30,71,71,1
4348,Female,28,33,71,3
4349,Male,19,46,54,4
4350,Male,48,55,47,4
4351,Female,36,101,86,1
4352,Male,39,55,48,4
4353,Female,24,39,63,3
4354,Female,56,74,5,5
4355,Female,19,17,6,0
4356,Female,21,16,77,3
4357,Male,49,63,51,4
4358,Female,23,18,93,3
4359,Male,28,87,75,1
4360,Male,55,65,47,4
4361,Female,56,79,34,5
4362,Male,59,56,47,4
4363,Female,45,51,50,4
4364,Female,31,39,42,4
4365,Male,65,20,16,0
4366,Female,33,61,42,4
4367,Female,27,79,90,1
4368,Female,32,49,48,4
4369,Female,36,88,29,5
4370,Male,23,21,79,3
4371,Female,67,45,49,4
4372,Male,48,63,45,4
4373,Female,26,39,47,4
4374,Female,30,98,86,1
4375,Female,55,47,58,4
4376,Female,52,101,25,5
4377,Female,49,57,44,4
4378,Female,36,100,84,1
4379,Male,26,53,54,4
4380,Male,18,75,10,5
4381,Female,24,60,43,4
4382,Female,34,57,61,4
4383,Male,20,22,65,3
4384,Male,52,22,34,0
4385,Female,51,42,45,4
4386,Female,49,62,46,4
4387,Female,49,65,58,4
4388,Female,38,77,75,1
4389,Female,30,72,69,1
4390,Female,24,17,78,3
4391,Male,54,61,43,4
4392,Female,19,65,49,4
4393,Female,39,28,32,0
4394,Female,26,46,50,4
4395,Female,22,71,30,5
4396,Female,27,60,49,4
4397,Female,35,22,34,0
4398,Female,66,64,51,4
4399,Male,47,40,36,4
4400,Female,48,55,41,4
4401,Female,38,114,91,1
4402,Female,29,80,85,1
4403,Female,23,16,96,3
4404,Female,58,74,6,5
4405,Female,21,62,42,4
4406,Female,24,18,95,3
4407,Male,24,60,51,4
4408,Female,40,59,42,4
4409,Male,63,51,52,4
4410,Male,39,87,15,5
4411,Female,37,37,25,0
4412,Male,57,53,50,4
4413,Female,55,100,25,5
4414,Female,45,54,44,4
4415,Female,22,57,56,4
4416,Male,47,54,48,4
4417,Male,49,62,51,4
4418,Male,48,54,46,4
4419,Female,31,39,62,3
4420,Female,45,74,6,5
4421,Male,51,85,26,5
4422,Female,61,51,56,4
4423,Female,20,31,81,3
4424,Female,23,60,43,4
4425,Female,26,78,87,1
4426,Male,33,87,63,1
4427,Male,40,86,13,5
4428,Male,31,87,64,1
4429,Male,26,62,54,4
4430,Male,18,47,59,4
4431,Female,50,42,44,4
4432,Male,29,137,80,2
4433,Female,30,87,88,1
4434,Female,68,58,53,4
4435,Male,26,25,71,3
4436,Female,24,62,42,4
4437,Female,47,77,16,5
4438,Male,28,66,56,4
4439,Male,47,59,49,4
4440,Female,46,120,17,5
4441,Male,54,66,45,4
4442,Female,55,76,6,5
4443,Male,36,85,9,5
4444,Female,29,20,72,3
4445,Male,64,18,4,0
4446,Female,31,97,88,1
4447,Female,47,77,14,5
4448,Male,18,36,92,3
4449,Male,60,70,13,5
4450,Female,30,78,74,1
4451,Female,33,57,60,4
4452,Male,48,61,49,4
4453,Male,69,49,55,4
4454,Female,43,50,50,4
4455,Female,32,78,75,1
4456,Female,65,64,44,4
4457,Female,40,64,39,4
4458,Male,19,82,4,5
4459,Male,48,60,41,4
4460,Female,38,64,42,4
4461,Male,67,63,59,4
4462,Female,68,60,55,4
4463,Female,51,59,45,4
4464,Female,35,22,37,0
4465,Male,21,22,66,3
4466,Male,36,86,12,5
4467,Female,19,68,52,4
4468,Male,48,63,48,4
4469,Female,39,98,31,5
4470,Female,67,59,54,4
4471,Male,38,54,55,4
4472,Female,67,48,49,4
4473,Male,34,113,8,5
4474,Male,20,61,45,4
4475,Male,19,17,41,0
4476,Male,69,46,45,4
4477,Female,38,76,77,1
4478,Male,68,64,43,4
4479,Female,33,77,74,1
4480,Female,19,65,51,4
4481,Female,55,58,60,4
4482,Female,30,17,72,3
4483,Female,27,46,50,4
4484,Female,65,38,37,0
4485,Male,49,62,57,4
4486,Female,25,70,34,5
4487,Female,39,68,41,4
4488,Male,32,114,8,5
4489,Male,25,78,15,5
4490,Male,25,24,73,3
4491,Female,28,64,51,4
4492,Female,35,86,28,5
4493,Female,67,49,49,4
4494,Female,44,126,28,2
4495,Male,19,77,10,5
4496,Male,46,44,42,4
4497,Male,59,94,13,5
4498,Female,32,79,20,5
4499,Male,48,60,42,4
4500,Male,26,53,56,4
4501,Male,28,28,82,3
4502,Female,19,66,48,4
4503,Male,47,77,35,5
4504,Male,69,63,45,4
